topo,k,n,algo,traffic,inj_rate,seed,link_failures,fail_seed,latency,accepted,hops,injected
mesh,4,2,dor,uniform,0.01,2,7,101,19.5303,0.0100364,3.50452,0.0100419
mesh,4,2,dor,uniform,0.01,2,7,202,19.5303,0.0100364,3.50452,0.0100419
mesh,4,2,dor,uniform,0.01,2,7,303,19.5303,0.0100364,3.50452,0.0100419
mesh,4,2,dor,uniform,0.05,0,0,101,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,0,202,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,0,303,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,1,101,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,1,202,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,1,303,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,2,101,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,2,202,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,2,303,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,4,101,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,4,202,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,4,303,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,7,101,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,7,202,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,0,7,303,19.4821,0.0501729,3.48765,0.0501236
mesh,4,2,dor,uniform,0.05,1,0,101,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,0,202,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,0,303,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,1,101,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,1,202,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,1,303,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,2,101,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,2,202,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,2,303,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,4,101,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,4,202,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,4,303,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,7,101,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,7,202,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,1,7,303,19.5308,0.0499662,3.49677,0.0499658
mesh,4,2,dor,uniform,0.05,2,0,101,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,0,202,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,0,303,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,1,101,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,1,202,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,1,303,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,2,101,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,2,202,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,2,303,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,4,101,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,4,202,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,4,303,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,7,101,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,7,202,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.05,2,7,303,19.5232,0.0498519,3.49597,0.0498767
mesh,4,2,dor,uniform,0.1,0,0,101,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,0,202,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,0,303,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,1,101,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,1,202,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,1,303,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,2,101,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,2,202,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,2,303,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,4,101,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,4,202,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,4,303,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,7,101,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,7,202,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,0,7,303,19.607,0.100239,3.4927,0.100279
mesh,4,2,dor,uniform,0.1,1,0,101,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,0,202,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,0,303,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,1,101,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,1,202,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,1,303,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,2,101,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,2,202,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,2,303,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,4,101,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,4,202,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,4,303,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,7,101,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,7,202,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,1,7,303,19.6722,0.100341,3.50664,0.100284
mesh,4,2,dor,uniform,0.1,2,0,101,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,0,202,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,0,303,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,1,101,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,1,202,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,1,303,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,2,101,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,2,202,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,2,303,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,4,101,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,4,202,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,4,303,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,7,101,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,7,202,19.6443,0.100345,3.50075,0.100324
mesh,4,2,dor,uniform,0.1,2,7,303,19.6443,0.100345,3.50075,0.100324
